playtime,joincount,game_interactions,tnt_ratio,grieferbool
25,17,89,14,1
23,9,285,16,1
1,12,167,29,0
216,38,622,30,0
34,14,410,19,1
981,25,461,21,0
32,12,319,27,1
416,17,688,27,0
669,40,88,30,0
10,3,491,10,1
36,11,408,16,1
14,1,33,26,1
833,22,342,4,0
426,42,276,7,0
326,14,894,30,0
178,50,966,29,0
24,0,161,15,1
21,11,483,19,1
236,9,818,6,0
970,35,886,30,0
19,19,91,30,1
7,11,420,18,1
85,15,996,26,0
10,14,50,27,1
987,35,471,28,0
274,17,66,8,0
779,38,486,21,0
405,16,129,7,0
932,42,434,16,0
28,3,479,27,1
25,1,140,14,1
5,5,126,28,1
8,3,198,21,1
923,4,169,11,0
628,10,169,29,0
955,30,504,11,0
11,18,168,16,1
771,21,586,12,0
6,7,261,23,1
41,20,376,10,1
324,35,636,8,0
384,31,305,8,0
3,1,142,18,1
901,14,277,0,0
111,25,194,17,0
42,8,67,10,1
887,37,491,5,0
50,11,293,26,1
486,18,546,14,0
49,0,40,20,1
25,6,156,11,1
100,6,253,30,0
419,46,889,29,0
434,24,577,18,0
12,2,415,28,1
47,8,459,18,1
14,9,95,26,1
19,14,458,18,1
23,19,131,13,1
213,41,278,1,0
48,12,401,21,1
513,39,150,17,0
524,14,292,29,0
25,19,448,26,1
162,35,423,3,0
952,28,108,6,0
333,27,339,14,0
127,21,625,18,0
780,2,650,9,0
749,10,331,24,0
14,12,300,30,1
7,20,1,18,1
114,27,390,25,0
91,8,848,6,0
185,28,629,15,0
18,5,496,11,1
7,15,207,16,1
27,10,118,29,1
269,5,622,6,0
114,42,444,20,0
47,12,194,29,1
17,12,169,14,1
19,19,242,18,1
264,4,361,7,0
41,11,776,13,0
770,46,334,27,0
48,8,54,11,1
24,7,104,13,1
45,6,440,13,1
17,7,381,27,1
39,8,35,28,1
621,21,824,12,0
460,39,72,18,0
358,47,979,23,0
32,10,39,30,1
45,14,217,10,1
272,37,452,28,0
42,9,208,14,1
22,6,445,22,1
358,40,137,20,0
43,2,102,21,1
47,16,328,29,1
45,5,210,20,1
102,35,976,8,0
29,10,92,19,1
706,47,909,27,0
5,14,398,30,1
27,18,39,20,1
774,37,182,28,0
16,15,204,12,1
10,18,123,15,1
422,20,961,7,0
0,8,393,24,1
603,11,714,25,0
24,16,273,18,1
5,2,276,25,1
38,19,246,28,1
274,36,537,30,0
23,2,500,11,1
959,21,857,25,0
28,0,246,17,1
27,8,307,25,1
848,28,626,13,0
36,16,170,25,1
853,31,864,14,0
36,0,191,24,1
26,4,35,30,1
19,12,10,15,1
35,11,319,28,1
7,41,344,0,0
41,15,4,22,1
14,9,419,18,1
46,16,314,28,1
13,15,354,21,1
318,47,847,18,0
321,35,355,25,0
15,11,279,29,1
877,50,6,12,0
996,29,58,25,0
775,4,798,27,0
43,14,70,11,1
925,40,910,9,0
11,16,238,27,1
568,32,673,18,0
533,48,165,12,0
503,17,573,9,0
974,36,56,26,0
41,3,232,14,1
41,14,247,17,1
5,3,354,18,1
4,19,291,25,1
106,1,35,2,0
298,32,864,14,0
35,11,45,18,1
349,45,968,7,0
50,1,236,17,1
249,23,347,26,0
35,2,325,25,1
26,18,497,28,1
1,31,585,1,0
693,30,542,14,0
6,4,227,23,1
13,18,303,20,1
46,5,224,14,1
150,25,721,18,0
36,3,194,28,1
25,6,338,13,1
40,16,479,28,1
490,47,655,19,0
29,17,94,28,1
30,20,469,29,1
557,40,785,22,0
12,6,340,15,1
545,6,902,12,0
40,15,201,13,1
6,2,466,25,1
355,43,76,30,0
37,8,187,30,1
18,3,75,27,1
29,12,101,20,1
46,12,219,29,1
47,8,274,13,1
166,29,11,16,0
581,43,850,18,0
147,23,155,3,0
48,0,86,12,1
125,45,897,20,0
14,19,347,20,1
23,19,402,14,1
34,10,111,14,1
165,46,255,1,0
40,1,169,24,1
4,6,66,16,1
40,16,223,26,1
947,50,342,27,0
379,22,23,3,0
27,1,63,14,1
88,7,15,18,0
230,18,367,9,0
302,10,824,11,0
716,40,810,14,0
477,24,998,22,0
88,33,64,21,0
679,1,34,7,0
5,8,157,25,1
605,31,734,4,0
43,9,296,11,1
4,14,370,10,1
327,9,564,9,0
334,28,531,10,0
30,16,130,24,1
18,0,492,20,1
62,14,336,14,0
31,13,148,27,1
906,19,18,26,0
44,0,388,26,1
45,18,358,12,1
315,35,488,26,0
427,27,976,15,0
48,7,282,26,1
781,44,39,25,0
916,45,356,24,0
40,15,121,15,1
35,17,289,10,1
0,7,337,18,1
2,7,117,27,1
196,44,351,9,0
870,36,767,15,0
458,35,949,14,0
12,3,446,24,1
497,12,216,29,0
18,5,405,21,1
142,29,78,14,0
50,13,345,25,1
6,0,446,24,1
331,48,233,7,0
319,6,959,7,0
29,16,242,12,1
38,15,274,10,1
41,4,455,13,1
840,21,11,17,0
414,49,576,12,0
815,25,309,13,0
30,16,14,29,1
6,16,334,26,1
477,18,566,12,0
46,18,272,10,1
21,20,78,25,1
9,0,230,14,1
976,36,579,30,0
43,5,293,22,1
18,13,148,10,1
730,23,145,22,0
40,16,296,28,1
32,7,237,15,1
480,33,541,21,0
29,15,253,15,1
14,2,35,17,1
6,8,344,15,1
455,45,757,9,0
369,10,673,25,0
42,28,683,20,0
41,13,471,17,1
913,1,491,0,0
8,1,143,10,1
7,0,219,22,1
36,14,424,24,1
8,1,66,24,1
48,15,492,23,1
50,13,214,13,1
22,6,329,18,1
251,39,338,10,0
579,50,988,28,0
771,42,895,9,0
40,4,55,25,1
1,3,272,24,1
549,5,594,30,0
241,12,718,27,0
49,13,454,27,1
32,7,73,11,1
39,5,343,14,1
41,19,420,20,1
12,13,449,23,1
95,9,275,3,0
553,22,521,26,0
810,14,623,10,0
6,20,408,10,1
10,17,119,29,1
555,19,57,30,0
12,8,264,26,1
739,7,19,18,0
38,17,366,24,1
43,13,75,18,1
6,11,60,12,1
175,25,965,28,0
120,29,656,20,0
424,31,613,24,0
440,21,920,8,0
42,20,149,13,1
360,37,160,11,0
37,6,269,17,1
36,3,244,23,1
39,8,239,26,1
29,37,97,9,0
389,28,273,23,0
1,17,126,30,1
15,14,469,29,1
1,14,170,12,1
65,36,766,30,0
27,14,35,22,1
23,20,263,11,1
2,10,296,20,1
22,5,402,23,1
138,5,339,10,0
33,17,376,28,1
565,33,880,26,0
356,38,233,12,0
99,23,376,21,0
45,10,3,21,1
7,15,41,21,1
35,10,219,27,1
40,3,29,9,0
777,36,758,12,0
426,12,579,29,0
39,10,133,18,1
36,13,31,29,1
23,6,136,26,1
39,11,123,24,1
22,8,496,13,1
46,1,80,12,1
917,26,7,18,0
19,0,261,18,1
46,8,472,26,1
16,7,202,9,0
632,33,384,4,0
697,29,951,29,0
48,5,241,28,1
38,10,368,27,1
96,18,249,30,0
22,2,62,11,1
107,12,960,30,0
59,28,930,30,0
36,20,106,14,1
10,8,332,30,1
941,20,922,16,0
33,0,417,26,1
33,12,453,25,1
202,45,731,5,0
391,27,86,12,0
94,11,165,21,0
15,20,424,23,1
590,28,797,0,0
37,7,449,11,1
16,4,47,11,1
24,16,258,22,1
13,2,264,30,1
36,19,470,17,1
2,17,173,19,1
19,20,344,16,1
130,22,318,19,0
181,20,395,3,0
6,18,107,16,1
318,43,138,3,0
42,15,450,20,1
5,15,403,26,1
700,11,60,12,0
874,27,343,1,0
169,47,232,11,0
30,6,222,14,1
23,20,294,14,1
32,14,432,12,1
583,49,137,3,0
27,2,115,12,1
2,9,38,28,1
21,18,328,26,1
747,2,532,14,0
26,8,449,12,1
25,20,96,27,1
50,18,153,11,1
4,3,303,26,1
2,6,370,17,1
998,32,279,3,0
18,20,378,20,1
497,45,546,12,0
435,7,932,23,0
461,35,982,1,0
116,13,210,16,0
48,14,37,21,1
37,3,132,14,1
21,11,303,17,1
110,47,820,11,0
604,31,290,16,0
341,29,154,13,0
13,18,339,10,1
817,26,25,0,0
43,19,500,25,1
131,23,210,19,0
29,3,211,22,1
39,19,169,22,1
40,12,494,30,1
44,9,398,24,1
33,0,16,14,1
1,3,97,13,1
5,13,475,22,1
28,0,176,25,1
21,10,258,17,1
28,13,372,23,1
13,0,156,27,0
6,20,453,26,1
163,45,250,5,0
22,5,135,26,1
863,10,33,15,0
32,19,466,11,1
875,8,976,25,0
24,9,467,10,1
9,17,252,10,1
42,9,304,24,1
41,8,292,28,1
180,22,559,21,0
827,20,394,8,0
190,27,510,27,0
46,15,5,26,1
23,20,230,15,1
214,50,760,18,0
46,16,59,19,1
21,0,484,29,1
52,28,56,20,0
762,23,979,30,0
22,4,495,13,1
160,26,853,2,0
136,24,335,2,0
46,15,194,25,1
359,39,907,11,0
16,5,373,30,1
579,21,453,12,0
44,8,357,25,1
5,17,287,13,1
677,20,142,8,0
636,9,470,27,0
24,10,255,28,1
829,4,238,29,0
6,2,414,12,1
724,1,522,17,0
776,19,692,30,0
768,33,233,2,0
36,8,183,27,1
613,9,175,28,0
831,14,8,20,0
0,3,192,24,1
16,9,495,16,1
49,10,455,24,1
48,0,247,19,1
828,43,932,28,0
9,13,261,28,1
30,15,50,20,1
50,1,53,10,1
20,9,384,28,1
435,9,926,21,0
801,11,357,26,0
226,45,263,2,0
23,17,47,28,1
570,31,508,14,0
29,15,388,16,1
585,50,267,24,0
28,20,137,29,1
476,10,409,4,0
331,44,156,21,0
50,3,214,19,1
17,46,916,19,0
35,5,86,13,1
22,11,283,17,1
947,36,153,17,0
31,0,45,30,1
27,16,391,14,1
27,10,381,23,1
27,15,433,26,1
622,12,803,1,0
0,11,254,20,1
686,20,991,3,0
17,19,327,14,1
733,19,897,0,0
38,13,36,18,1
56,20,244,25,0
47,5,283,21,1
495,5,598,10,0
663,46,994,23,0
38,5,173,17,1
23,18,128,17,1
185,20,982,22,0
997,9,514,12,0
6,13,160,13,1
29,2,54,18,1
27,13,425,12,1
24,8,32,29,1
20,15,124,29,1
30,4,28,29,1
806,25,422,12,0
964,19,946,14,0
15,13,197,25,1
49,13,440,23,1
258,48,975,25,0
613,22,767,18,0
44,20,178,28,1
39,3,219,14,1
834,26,432,15,0
259,4,349,8,0
859,31,254,18,0
42,16,86,18,1
23,16,417,30,1
517,4,951,25,0
335,50,61,5,0
260,39,152,6,0
411,22,474,24,0
36,18,184,11,1
501,45,407,28,0
613,33,12,1,0
20,6,477,14,1
46,9,70,25,1
1,0,314,11,1
21,0,165,29,1
26,11,81,23,1
36,8,44,30,1
167,7,256,11,0
208,25,85,24,0
164,39,779,30,0
602,29,622,24,0
601,47,24,23,0
819,48,483,24,0
23,8,207,26,1
151,46,581,12,0
18,39,988,16,0
710,14,732,12,0
751,31,28,29,0
59,10,71,24,0
8,3,100,24,1
885,39,690,27,0
4,17,140,29,1
316,46,393,11,0
275,37,420,24,0
174,2,37,11,0
29,6,113,18,1
24,16,3,23,1
15,16,136,12,1
44,5,162,12,1
498,40,961,7,0
41,19,245,24,1
47,4,404,10,1
312,41,99,29,0
802,13,767,6,0
31,0,359,27,1
12,2,381,16,1
380,5,275,6,0
312,23,336,20,0
970,27,832,1,0
39,11,38,16,1
3,48,561,27,0
22,13,870,15,0
5,17,487,26,1
40,8,393,13,1
610,45,376,21,0
9,6,343,19,1
73,38,832,2,0
795,20,556,16,0
36,8,142,23,1
13,12,67,29,1
514,36,415,11,0
225,21,137,23,0
14,17,175,23,1
951,37,140,16,0
448,49,217,28,0
506,25,78,8,0
386,43,230,13,0
45,9,184,30,1
731,13,198,2,0
8,19,236,27,1
37,5,72,22,1
32,5,389,22,1
38,13,378,28,1
34,19,26,19,1
0,10,393,23,1
45,4,376,12,1
48,1,237,30,1
6,6,149,13,1
507,44,159,17,0
130,11,699,29,0
11,0,444,12,1
266,41,271,16,0
49,1,480,21,1
14,9,284,29,1
47,12,270,28,1
4,11,368,13,1
395,32,486,3,0
151,4,719,20,0
25,8,72,13,1
600,32,115,11,0
156,34,916,17,0
25,8,721,12,0
449,9,320,6,0
895,1,617,7,0
3,8,280,14,1
488,1,326,26,0
491,14,663,3,0
4,13,21,22,1
217,37,530,4,0
42,9,353,15,1
775,9,851,21,0
257,20,700,18,0
789,48,653,4,0
39,14,156,27,1
739,35,541,18,0
36,17,265,28,1
562,35,579,11,0
926,4,746,27,0
22,5,69,24,1
297,23,692,20,0
933,9,489,10,0
21,9,104,24,1
382,29,326,23,0
416,4,243,7,0
184,12,735,14,0
7,16,73,24,1
314,37,845,7,0
741,37,546,27,0
7,8,415,17,1
6,2,384,24,1
567,25,929,19,0
12,4,34,30,1
18,11,307,14,1
40,0,451,19,1
622,30,536,6,0
523,50,607,1,0
942,22,486,16,0
605,40,115,5,0
6,13,219,25,1
3,0,188,21,1
39,20,178,14,1
489,25,384,25,0
315,10,248,30,0
132,15,902,17,0
21,17,375,11,1
34,5,335,14,1
967,35,826,19,0
16,18,314,27,1
873,18,489,19,0
9,7,71,10,1
47,12,27,25,1
12,38,836,23,0
32,15,407,22,1
942,31,982,25,0
301,36,781,6,0
928,32,184,10,0
30,4,315,14,1
879,17,204,11,0
277,29,61,30,0
10,12,59,12,1
47,18,256,18,1
362,14,263,15,0
928,41,3,20,0
280,6,135,7,0
33,5,493,16,1
23,13,136,13,1
122,21,361,6,0
10,11,282,19,1
129,36,295,21,0
8,15,94,11,1
33,11,240,25,1
15,13,8,30,1
314,6,229,2,0
93,35,782,1,0
116,38,224,4,0
975,18,806,23,0
123,14,857,3,0
418,16,723,7,0
38,7,152,27,1
34,5,389,13,1
646,37,61,24,0
6,8,167,20,1
345,49,382,8,0
250,44,217,13,0
19,12,395,15,1
395,9,386,2,0
68,28,978,13,0
38,4,448,22,1
27,18,207,10,1
195,44,660,28,0
36,7,107,24,1
805,40,903,14,0
26,16,856,0,0
717,44,926,17,0
7,12,122,24,1
26,14,293,26,1
0,0,444,28,1
17,3,402,18,1
767,33,230,29,0
522,14,363,28,0
42,5,59,19,1
863,40,216,13,0
664,4,725,4,0
396,30,567,21,0
381,19,981,6,0
20,6,449,21,1
10,17,398,14,1
21,19,349,28,1
106,32,387,20,0
625,20,99,26,0
713,25,387,23,0
20,20,176,24,1
13,6,259,21,1
47,1,226,29,1
8,10,210,25,1
50,5,250,25,1
551,14,686,0,0
26,18,232,14,1
480,25,807,27,0
50,2,463,26,1
50,15,267,13,1
790,15,660,22,0
9,17,350,10,1
464,30,425,18,0
23,13,208,23,1
688,23,24,9,0
36,15,173,26,1
28,3,384,20,1
24,5,52,13,1
30,10,358,17,1
6,15,172,30,1
975,40,286,15,0
29,8,140,10,1
2,12,418,27,1
790,25,114,22,0
44,18,424,23,1
26,18,419,12,1
807,39,405,19,0
41,7,238,22,1
0,15,381,12,1
9,8,43,30,1
779,13,373,13,0
25,11,213,22,1
25,2,225,28,1
17,9,427,13,1
45,7,144,18,1
14,7,330,29,1
872,47,834,23,0
59,38,47,12,0
661,34,289,1,0
291,22,902,11,0
885,39,174,25,0
460,25,590,9,0
45,7,9,26,1
36,6,351,22,1
49,2,459,25,1
745,38,233,22,0
981,36,290,27,0
43,19,396,18,1
518,3,527,26,0
34,2,480,12,1
29,0,204,24,1
27,4,490,30,1
878,38,420,20,0
14,5,228,27,1
322,6,71,3,0
417,19,627,27,0
755,47,358,30,0
815,40,352,29,0
432,36,144,14,0
349,10,96,2,0
761,3,265,1,0
9,15,362,17,1
40,19,52,17,1
604,38,870,21,0
1,17,499,21,1
962,6,895,28,0
614,25,1,8,0
759,14,674,23,0
37,11,362,27,1
35,3,208,11,1
923,6,363,27,0
25,16,83,27,1
27,4,241,29,1
20,7,108,10,1
112,24,850,26,0
6,4,172,22,1
45,14,1,26,1
542,32,733,7,0
978,10,669,12,0
805,50,625,22,0
19,20,487,21,1
632,42,608,9,0
21,7,87,13,1
40,20,201,27,1
731,30,561,28,0
12,4,143,24,1
953,12,859,20,0
635,2,452,16,0
38,9,268,28,1
736,49,110,20,0
191,43,17,11,0
198,49,961,0,0
635,0,99,11,0
319,40,796,14,0
622,4,311,13,0
6,4,240,23,1
80,26,968,2,0
11,19,354,15,1
19,15,182,24,1
68,35,89,29,0
809,16,883,29,0
24,13,10,29,1
3,9,1,29,1
45,11,286,13,1
42,12,296,16,1
739,3,387,1,0
13,20,377,13,1
950,17,163,27,0
26,3,43,15,1
49,18,407,23,1
23,17,487,21,1
509,35,661,29,0
652,24,43,21,0
30,7,402,20,1
2,3,186,18,1
26,14,267,26,1
31,2,186,28,1
40,7,197,20,1
419,47,871,25,0
38,11,866,8,0
741,21,967,6,0
907,45,755,16,0
290,8,607,30,0
9,20,249,26,1
899,41,946,1,0
40,3,347,21,1
6,18,404,28,1
111,44,674,12,0
925,19,867,23,0
371,5,625,7,0
46,1,379,18,1
867,46,576,15,0
50,15,11,24,1
37,11,285,21,1
941,9,693,18,0
21,13,379,23,1
40,17,52,16,1
4,14,475,17,1
731,20,648,6,0
579,44,721,25,0
42,7,182,26,1
38,1,205,15,1
17,19,113,18,1
663,49,367,17,0
29,10,335,26,1
10,4,182,30,1
5,1,144,11,1
0,3,139,11,1
92,8,200,18,0
17,9,14,24,1
17,8,88,25,1
25,13,103,24,1
136,41,134,5,0
126,31,682,27,0
23,3,325,22,1
42,13,325,30,1
179,11,151,10,0
14,5,168,24,1
21,25,169,20,0
31,19,149,18,1
4,3,157,13,1
32,15,3,22,1
259,17,65,25,0
37,6,246,17,1
24,13,312,14,1
266,11,398,25,0
19,4,330,24,1
16,24,65,4,0
36,2,111,18,1
665,16,110,30,0
139,33,995,26,0
451,13,203,18,0
46,17,425,15,1
50,13,213,25,1
769,47,449,10,0
8,15,114,30,1
684,19,719,10,0
35,12,212,18,1
16,0,471,11,1
20,4,448,20,1
343,23,45,12,0
399,49,501,18,0
814,3,568,0,0
213,20,513,27,0
32,3,162,24,1
49,15,383,26,1
19,3,318,28,1
23,9,353,29,1
39,1,227,18,1
1,3,46,26,1
7,16,197,21,1
952,14,745,4,0
651,28,468,21,0
2,6,403,11,1
282,6,227,20,0
473,44,144,8,0
16,11,406,23,1
35,11,91,27,1
545,26,149,19,0
421,32,416,25,0
583,43,776,2,0
484,42,28,28,0
770,23,765,23,0
19,1,396,24,1
39,38,263,25,0
325,1,620,2,0
24,5,455,28,1
619,37,161,8,0
34,17,363,30,1
564,39,610,14,0
20,1,171,19,1
33,17,50,27,1
922,41,650,25,0
16,1,172,28,1
22,20,384,10,1
905,11,867,6,0
768,15,194,24,0
468,35,776,21,0
20,14,5,28,1
49,12,293,15,1
640,17,100,3,0
14,5,193,11,1
41,8,32,28,1
25,18,104,16,1
721,47,396,8,0
19,3,126,13,1
10,20,120,15,1
19,16,172,17,1
8,7,335,30,1
25,0,423,28,1
215,2,296,3,0
42,13,373,30,1
29,15,296,17,1
414,40,526,26,0
451,27,660,25,0
2,13,397,22,1
35,2,382,25,1
48,17,212,27,1
913,41,558,26,0
49,12,374,26,1
31,17,867,11,0
41,6,265,10,1
107,17,941,4,0
11,7,37,16,1
413,26,871,10,0
12,6,369,29,1
38,4,287,15,1
0,20,391,29,1
250,30,420,27,0
264,8,783,15,0
9,19,199,18,1
201,16,344,26,0
333,34,277,4,0
258,36,245,28,0
671,30,958,12,0
45,5,16,17,1
14,11,397,19,1
46,2,150,13,1
931,17,827,6,0
32,0,120,21,1
9,11,304,22,1
24,8,76,22,1
161,40,378,2,0
599,13,810,30,0
35,15,355,26,1
367,34,887,24,0
109,36,676,30,0
683,44,955,22,0
599,0,233,21,0
25,11,119,14,1
34,9,417,20,1
48,11,706,12,0
28,12,368,15,1
932,10,859,15,0
18,10,293,10,1
10,7,170,22,1
585,38,162,30,0
89,1,526,18,0
36,9,273,25,1
38,16,481,28,1
742,29,909,14,0
21,19,79,27,1
47,7,445,22,1
56,5,154,21,0
37,5,395,23,1
45,5,390,13,1
873,49,485,18,0
30,4,462,10,1
48,0,204,16,1
14,0,253,11,1
20,10,436,21,1
982,34,0,20,0
42,0,204,13,1
30,6,129,29,1
38,20,280,25,1
465,42,461,7,0
24,12,416,24,1
743,45,540,16,0
854,34,335,3,0
332,1,424,12,0
19,15,427,28,1
638,1,969,23,0
300,40,558,25,0
10,12,103,19,1
458,28,898,13,0
975,2,462,30,0
993,43,159,19,0
10,10,862,19,0
525,43,535,14,0
25,6,264,20,1
14,14,418,15,1
147,10,501,13,0
609,35,799,7,0
32,1,288,23,1
253,36,796,17,0
42,6,63,30,1
593,50,207,14,0
786,6,503,17,0
35,17,365,28,1
29,15,277,28,1
35,19,38,23,1
571,2,544,2,0
34,5,175,10,1
9,14,468,21,1
773,34,578,15,0
880,43,653,18,0
677,19,826,28,0
600,43,891,3,0
12,15,25,11,1
273,46,395,9,0
7,17,360,18,1
7,14,175,16,1
33,0,337,12,1
629,48,474,14,0
5,7,396,30,1
296,13,35,23,0
33,6,462,20,1
268,50,311,16,0
737,16,459,13,0
838,37,151,8,0
43,4,136,22,1
677,32,48,14,0
236,40,89,12,0
775,2,820,16,0
31,2,311,28,1
737,43,79,20,0
38,20,238,22,1
46,7,198,16,1
28,16,85,14,1
3,19,8,14,1
22,16,241,18,1
29,9,182,15,1
898,32,557,29,0
32,9,72,16,1
4,18,355,30,1
359,33,624,27,0
27,17,203,28,1
42,0,410,29,1
32,5,470,16,1
0,4,451,10,1
617,21,801,20,0
44,20,60,13,1
32,5,410,29,1
35,6,237,19,1
539,3,284,19,0
31,13,366,22,1
40,8,36,26,1
43,7,498,28,1
433,46,634,12,0
36,8,17,14,1
946,39,941,28,0
43,1,301,14,1
450,29,56,14,0
19,6,121,11,1
43,19,734,4,0
1,1,332,29,1
771,20,4,2,0
28,1,95,30,1
132,12,255,6,0
5,16,335,24,1
63,29,343,3,0
928,38,728,22,0
12,13,220,20,1
41,3,72,17,1
33,2,75,14,1
40,17,257,21,1
13,2,44,18,1
50,19,46,12,1
2,20,344,28,1
419,37,823,14,0
292,33,858,28,0
22,17,341,27,1
340,50,965,27,0
14,2,333,28,1
16,6,114,16,1
35,14,457,22,1
553,3,985,4,0
46,3,27,14,1
27,3,213,23,1
13,11,406,15,1
860,38,9,8,0
25,1,354,25,1
45,4,451,14,1
5,18,4,11,1
36,18,243,25,1
34,13,405,24,1
933,36,77,28,0
39,1,125,28,1
980,48,45,23,0
344,11,711,7,0
366,2,454,24,0
9,17,11,28,1
17,5,293,15,1
0,3,385,27,1
833,29,342,21,0
24,0,182,23,1
22,0,195,29,1
185,33,515,0,0
49,14,107,16,1
34,9,46,20,1
39,15,321,19,1
5,2,145,17,1
834,17,434,30,0
339,27,252,13,0
810,15,625,24,0
76,46,812,1,0
8,13,260,24,1
12,1,439,18,1
183,32,47,5,0
359,15,274,6,0
40,3,216,26,1
33,14,258,20,1
855,17,916,16,0
39,15,63,18,1
15,15,264,20,1
46,34,203,19,0
35,0,9,16,1
32,7,17,30,1
25,1,147,11,1
261,26,652,26,0
16,9,122,18,1
20,11,342,18,1
320,45,725,25,0
21,3,434,25,1
60,20,587,0,0
18,13,145,17,1
547,26,89,15,0
382,41,385,16,0
5,8,373,10,1
43,0,30,23,1
72,20,85,17,0
22,5,17,19,1
298,46,876,6,0
10,16,463,17,1
660,26,189,8,0
994,37,246,1,0
2,3,441,23,1
28,16,66,10,1
38,16,491,20,1
20,0,61,27,1
613,7,505,29,0
5,6,221,17,1
50,8,3,15,1
626,5,68,12,0
617,26,100,19,0
317,48,250,19,0
50,9,300,23,1
884,10,996,5,0
5,17,65,11,1
325,19,602,13,0
0,0,349,10,1
917,10,634,18,0
330,6,879,18,0
35,16,199,29,1
506,37,256,9,0
40,16,35,19,1
32,6,300,19,1
209,29,231,13,0
12,18,146,30,1
33,19,338,18,1
791,48,205,29,0
37,13,71,12,1
12,10,101,30,1
22,9,8,28,1
42,9,476,11,1
30,12,225,17,1
5,12,20,15,1
687,18,269,2,0
805,20,745,9,0
862,19,803,16,0
270,14,223,5,0
26,40,257,23,0
855,42,853,10,0
17,17,10,18,1
390,13,832,24,0
320,35,342,3,0
50,20,65,23,1
26,19,212,26,1
435,27,851,8,0
45,1,174,26,1
39,5,24,22,1
701,38,576,22,0
827,15,713,16,0
723,41,317,23,0
594,50,783,23,0
2,19,99,13,1
552,25,855,23,0
5,13,371,24,1
2,8,32,21,1
25,6,256,24,1
111,7,113,9,0
4,19,426,20,1
43,3,247,28,1
667,18,484,3,0
13,1,86,15,1
20,11,327,14,1
398,20,236,29,0
41,1,364,17,1
45,17,8,25,1
939,25,634,4,0
786,35,419,26,0
509,47,442,21,0
0,12,342,16,1
15,0,393,11,1
32,15,124,15,1
586,40,79,8,0
2,2,15,25,1
41,5,341,25,1
365,16,375,26,0
540,33,860,15,0
666,38,936,22,0
9,1,419,19,1
45,8,418,26,1
33,5,34,24,1
39,13,428,18,1
258,36,474,26,0
42,9,396,21,1
942,4,885,21,0
796,37,389,3,0
0,5,304,22,1
33,8,251,29,1
50,0,468,24,1
27,12,132,23,1
839,44,946,24,0
797,1,610,20,0
496,14,21,20,0
13,5,417,18,1
3,3,481,28,1
444,0,934,11,0
42,26,292,1,0
158,50,397,30,0
954,14,621,1,0
246,26,991,28,0
609,49,455,15,0
985,35,668,18,0
126,43,159,0,0
33,0,471,23,1
73,38,909,22,0
933,38,596,24,0
37,19,317,22,1
402,31,984,4,0
34,6,148,17,1
936,37,111,6,0
38,7,361,28,1
507,26,144,16,0
28,20,290,13,1
167,1,556,24,0
6,29,403,25,0
31,18,423,13,1
855,15,316,2,0
844,35,190,10,0
33,16,129,12,1
6,10,345,30,1
32,4,263,14,1
28,4,194,11,1
43,18,327,14,1
16,14,32,23,1
20,5,165,23,1
378,21,514,4,0
428,12,984,2,0
6,14,34,29,1
50,13,378,10,1
340,50,8,2,0
17,0,469,29,1
43,13,144,14,1
42,15,174,11,1
244,6,67,0,0
190,22,25,1,0
3,49,678,22,0
413,48,331,18,0
270,29,162,13,0
39,18,426,20,1
677,41,502,14,0
20,13,206,16,1
964,18,149,3,0
32,0,353,14,1
8,8,229,22,1
17,18,50,10,1
396,16,8,23,0
27,3,1,21,1
28,13,280,10,1
15,14,356,23,1
353,45,466,19,0
824,28,707,28,0
18,17,38,11,1
858,37,372,18,0
12,17,431,25,1
353,34,204,9,0
560,3,644,9,0
425,48,538,2,0
509,9,471,9,0
711,11,254,6,0
16,1,469,25,1
19,16,997,22,0
257,30,760,6,0
233,46,35,2,0
45,5,381,25,1
850,14,382,7,0
9,16,324,28,1
42,9,226,10,1
2,13,166,21,1
42,2,78,29,1
4,5,130,16,1
249,49,392,4,0
299,25,557,10,0
16,4,332,30,1
179,8,215,7,0
45,17,365,13,1
806,30,775,13,0
20,16,101,29,1
554,42,89,17,0
676,37,526,1,0
11,4,30,23,1
336,14,310,17,0
48,34,222,0,0
862,43,65,8,0
544,42,776,14,0
688,38,2,1,0
12,10,272,16,1
5,16,358,16,1
44,16,39,17,1
363,6,148,6,0
5,13,73,23,1
416,29,379,21,0
109,39,715,14,0
28,19,201,25,1
28,7,459,13,1
303,7,701,20,0
3,5,331,29,1
969,3,303,9,0
34,7,105,17,1
42,16,230,23,1
778,41,237,13,0
919,44,896,28,0
39,14,381,29,1
9,2,355,17,1
377,6,448,28,0
48,12,363,26,1
339,31,819,23,0
28,0,63,28,1
37,14,140,14,1
14,18,257,11,1
2,15,345,25,1
6,16,95,18,1
36,1,340,22,1
373,47,466,7,0
6,2,186,11,1
21,7,147,30,1
32,6,221,26,1
236,17,493,26,0
818,28,183,20,0
940,47,79,17,0
14,6,32,13,1
43,20,323,14,1
148,32,2,20,0
43,16,395,16,1
9,5,34,27,1
828,33,992,20,0
3,3,294,15,1
526,21,670,1,0
954,13,216,19,0
47,18,297,11,1
589,18,100,26,0
15,20,480,21,1
177,47,743,11,0
40,9,482,24,1
212,1,153,25,0
739,21,443,23,0
30,15,253,26,1
38,15,113,24,1
69,47,982,17,0
